MIRNA	GENES	REGION	TARGETG_CHR
hsa-miR-92a-3p	EIF5A	UTR3	chr17
hsa-miR-296-3p	EIF5A	UTR3	chr17
hsa-miR-100-5p	EIF5A,GPS2	UTR3,intronic	chr17
hsa-miR-181b-5p	EIF5A,GPS2	UTR3,intronic	chr17
hsa-miR-99a-5p	EIF5A,GPS2	UTR3,intronic	chr17
hsa-miR-17-5p	ZBTB4	UTR3	chr17
hsa-miR-130a-3p	ZBTB4	UTR3	chr17
hsa-miR-30d-5p	ZBTB4	UTR3	chr17
hsa-miR-99a-5p	ZBTB4	UTR3	chr17
hsa-miR-331-3p	ZBTB4	UTR3	chr17
hsa-miR-181b-5p	ZBTB4	UTR3	chr17
hsa-miR-652-3p	ZBTB4	UTR3	chr17
hsa-miR-615-3p	ZBTB4	UTR3	chr17
hsa-miR-1260b	POLR2A	exonic	chr17
hsa-miR-320a	POLR2A	exonic	chr17
hsa-miR-93-5p	POLR2A	exonic	chr17
hsa-miR-10a-5p	POLR2A	exonic	chr17
hsa-miR-10b-5p	POLR2A	exonic	chr17
hsa-miR-17-3p	POLR2A	exonic	chr17
hsa-miR-181b-5p	POLR2A	exonic	chr17
hsa-miR-320c	POLR2A	exonic	chr17
hsa-miR-320e	POLR2A	exonic	chr17
hsa-let-7b-5p	POLR2A	exonic	chr17
hsa-miR-19a-3p	POLR2A	exonic	chr17
hsa-miR-320a	SENP3	exonic	chr17
hsa-miR-320a	SENP3-EIF4A1,SNORA48,SNORA67	ncRNA_exonic,ncRNA_intronic	chr17
hsa-miR-193a-3p	EIF4A1	exonic	chr17
hsa-miR-744-5p	EIF4A1	exonic	chr17
hsa-miR-421	EIF4A1	exonic	chr17
hsa-miR-93-3p	EIF4A1	exonic	chr17
hsa-miR-23b-3p	EIF4A1	exonic	chr17
hsa-miR-361-5p	EIF4A1	exonic	chr17
hsa-miR-769-3p	EIF4A1	exonic	chr17
hsa-miR-484	SENP3-EIF4A1,SNORA67	ncRNA_exonic	chr17
hsa-miR-378a-5p	SENP3-EIF4A1,SNORA67	ncRNA_exonic	chr17
hsa-miR-196a-5p	FXR2	exonic	chr17
hsa-miR-324-5p	TP53	UTR3	chr17
hsa-miR-454-3p	TP53	UTR3	chr17
hsa-miR-20a-5p	RP11-1099M24.7,TRAPPC1	UTR3,intronic	chr17
hsa-miR-320c	RP11-1099M24.7,TRAPPC1	UTR3,intronic	chr17
hsa-miR-320a	RP11-1099M24.7,TRAPPC1	UTR3,intronic	chr17
hsa-miR-1224-5p	RP11-1099M24.7,TRAPPC1	UTR3,intronic	chr17
hsa-miR-18a-5p	RP11-1099M24.7,TRAPPC1	UTR3	chr17
hsa-miR-197-3p	TRAPPC1	exonic	chr17
hsa-miR-15b-5p	TRAPPC1	exonic	chr17
hsa-miR-3676-5p	HES7,PER1	intergenic	chr17
hsa-miR-484	PER1	UTR3	chr17
hsa-miR-28-5p	SNORD118,TMEM107	UTR3,ncRNA_exonic	chr17
hsa-miR-122-5p	SNORD118,TMEM107	UTR3,ncRNA_exonic	chr17
hsa-miR-99a-5p	SNORD118,TMEM107	UTR3,ncRNA_exonic	chr17
hsa-miR-3676-5p	MIR3676	downstream,ncRNA_exonic	chr17
hsa-miR-148a-3p	AURKB	exonic	chr17
hsa-miR-92a-3p	CTC1	UTR3	chr17
hsa-miR-93-3p	CTC1	UTR3	chr17
hsa-miR-421	CTC1	UTR3	chr17
hsa-miR-10a-5p	PFAS	exonic	chr17
hsa-miR-10b-5p	PFAS	exonic	chr17
hsa-miR-18a-3p	RP11-849F2.5,RPL26	exonic,ncRNA_intronic	chr17
hsa-miR-100-5p	RP11-849F2.5,RPL26	exonic,ncRNA_intronic	chr17
hsa-miR-193b-3p	RPL26	exonic,splicing	chr17
hsa-miR-342-3p	RPL26	exonic,splicing	chr17
hsa-miR-423-3p	RP11-849F2.7,RPL26	exonic	chr17
hsa-miR-25-3p	RP11-849F2.7,RPL26	exonic	chr17
hsa-miR-652-3p	RP11-849F2.7,RPL26	exonic	chr17
hsa-miR-18a-5p	RP11-849F2.7,RPL26	exonic	chr17
hsa-miR-935	RP11-849F2.7,RPL26	exonic	chr17
hsa-miR-17-5p	MYH10	UTR3	chr17
hsa-miR-92a-3p	MYH10	exonic	chr17
hsa-miR-92b-3p	MYH10	exonic	chr17
hsa-miR-1296-5p	NTN1	UTR3	chr17
hsa-miR-20a-5p	MAP2K4,MIR744	intronic,ncRNA_exonic	chr17
hsa-miR-744-5p	MAP2K4,MIR744	intronic,ncRNA_exonic	chr17
hsa-miR-93-5p	ELAC2	exonic	chr17
hsa-miR-92a-3p	ELAC2	exonic	chr17
hsa-let-7e-5p	COX10	exonic	chr17
hsa-miR-331-3p	ZNF286A	UTR5,exonic,splicing	chr17
hsa-miR-320c	NCOR1	UTR3	chr17
hsa-miR-320a	NCOR1	UTR3	chr17
hsa-let-7b-5p	NCOR1	UTR3	chr17
hsa-miR-615-3p	UBB	exonic	chr17
hsa-miR-181b-5p	UBB	exonic	chr17
hsa-miR-148b-5p	UBB	exonic,splicing	chr17
hsa-miR-18a-3p	UBB	exonic,splicing	chr17
hsa-miR-760	UBB	exonic,splicing	chr17
hsa-miR-1287-5p	UBB	exonic,splicing	chr17
hsa-miR-182-5p	UBB	exonic,splicing	chr17
hsa-miR-92a-1-5p	RP11-138I1.4,UBB	exonic,ncRNA_exonic,splicing	chr17
hsa-miR-100-5p	RP11-138I1.4,UBB	UTR3,ncRNA_exonic	chr17
hsa-miR-99a-5p	RP11-138I1.4,UBB	UTR3,ncRNA_exonic	chr17
hsa-miR-192-5p	C17orf76-AS1	ncRNA_exonic	chr17
hsa-miR-17-5p	C17orf76-AS1	ncRNA_exonic	chr17
hsa-miR-320a	C17orf76-AS1	ncRNA_intronic	chr17
hsa-miR-16-5p	FLCN	UTR3	chr17
hsa-miR-615-3p	FLCN,RP11-45M22.4	UTR5	chr17
hsa-miR-328-3p	COPS3	UTR3,exonic	chr17
hsa-miR-25-3p	COPS3	UTR3,exonic	chr17
hsa-miR-26a-5p	COPS3	UTR3,exonic	chr17
hsa-miR-484	COPS3	exonic	chr17
hsa-miR-17-5p	COPS3	exonic	chr17
hsa-miR-324-5p	COPS3	exonic	chr17
hsa-miR-331-3p	COPS3	exonic	chr17
hsa-miR-30c-5p	RASD1	UTR3	chr17
hsa-miR-27a-3p	RASD1	UTR3	chr17
hsa-miR-23a-3p	RASD1	UTR3	chr17
hsa-miR-3687	RAI1	UTR3	chr17
hsa-miR-769-3p	RAI1	UTR3	chr17
hsa-miR-504-5p	RAI1	UTR3	chr17
hsa-miR-10a-5p	SREBF1	exonic	chr17
hsa-miR-185-5p	SREBF1	exonic	chr17
hsa-miR-744-5p	SREBF1	exonic	chr17
hsa-let-7e-5p	SREBF1	exonic	chr17
hsa-miR-484	SREBF1	exonic	chr17
hsa-miR-25-3p	SREBF1	exonic	chr17
hsa-miR-378a-3p	SREBF1	exonic	chr17
hsa-miR-93-3p	SREBF1	exonic	chr17
hsa-miR-615-3p	ALKBH5	UTR3	chr17
hsa-miR-484	ALKBH5	UTR3	chr17
hsa-miR-148a-3p	TVP23B	UTR3	chr17
hsa-miR-4279	SNORD3A	ncRNA_exonic	chr17
hsa-miR-296-3p	MAPK7	UTR3	chr17
hsa-miR-744-5p	MAPK7	UTR3	chr17
hsa-miR-339-5p	AKAP10	UTR3	chr17
hsa-miR-500a-5p	AKAP10	exonic,intronic,splicing	chr17
hsa-miR-93-5p	AKAP10	exonic	chr17
hsa-miR-18a-5p	TMEM11	exonic	chr17
hsa-miR-615-3p	RP11-822E23.8	ncRNA_exonic	chr17
hsa-miR-191-5p	RP11-822E23.8	ncRNA_exonic	chr17
hsa-miR-21-5p	MTND1P15,RP11-846F4.12	downstream,upstream	chr17
hsa-miR-15a-5p	WSB1	UTR3,exonic	chr17
hsa-miR-140-5p	WSB1	UTR3	chr17
hsa-miR-26a-5p	NLK	UTR3,splicing	chr17
hsa-miR-769-5p	TMEM97	UTR3	chr17
hsa-miR-624-5p	TMEM97	UTR3	chr17
hsa-miR-17-5p	TNFAIP1	UTR3	chr17
hsa-miR-484	TNFAIP1	UTR3	chr17
hsa-miR-16-5p	CTB-96E2.3,VTN	exonic,ncRNA_intronic	chr17
hsa-miR-190a	CTB-96E2.3,VTN	exonic,ncRNA_intronic	chr17
hsa-miR-3157-5p	PIGS	UTR3	chr17
hsa-miR-19a-3p	PIGS	UTR3	chr17
hsa-miR-941	PIGS	exonic	chr17
hsa-let-7e-5p	PIGS	exonic	chr17
hsa-miR-29a-3p	ALDOC	exonic	chr17
hsa-miR-4306	RP11-192H23.4,SPAG5	exonic,intronic,splicing	chr17
hsa-miR-122-5p	RP11-192H23.4,SPAG5	exonic,intronic,splicing	chr17
hsa-miR-93-5p	RP11-192H23.4,SPAG5	intronic	chr17
hsa-miR-877-3p	SPAG5	exonic	chr17
hsa-miR-149-5p	SPAG5	exonic	chr17
hsa-miR-769-5p	SPAG5	exonic	chr17
hsa-miR-615-3p	KIAA0100	exonic	chr17
hsa-miR-10a-5p	SUPT6H	exonic	chr17
hsa-miR-652-3p	SUPT6H	exonic	chr17
hsa-miR-27a-3p	RPL23A,SNORD42B	UTR5,intronic,ncRNA_exonic	chr17
hsa-miR-423-5p	RPL23A	exonic	chr17
hsa-miR-671-5p	RPL23A	exonic	chr17
hsa-miR-27a-3p	RPL23A	exonic	chr17
hsa-miR-193b-3p	RPL23A	exonic	chr17
hsa-miR-1296	RPL23A,SNORD42A	intronic,ncRNA_exonic	chr17
hsa-miR-33a-5p	RPL23A,SNORD4B	UTR3,exonic,ncRNA_exonic	chr17
hsa-miR-183-5p	TRAF4	exonic	chr17
hsa-miR-671-5p	TRAF4	exonic,splicing	chr17
hsa-miR-92a-3p	TRAF4	UTR3,exonic	chr17
hsa-miR-16-5p	TRAF4	UTR3,exonic	chr17
hsa-miR-605-5p	TRAF4	UTR3,exonic	chr17
hsa-miR-19a-3p	FAM222B	UTR3	chr17
hsa-miR-196a-5p	FAM222B	UTR3	chr17
hsa-miR-181a-5p	FAM222B	UTR3	chr17
hsa-miR-320a	ERAL1,MIR144	UTR3,downstream,ncRNA_exonic	chr17
hsa-miR-26a-5p	FLOT2	UTR3	chr17
hsa-miR-423-3p	FLOT2	UTR3	chr17
hsa-miR-454-3p	PHF12	UTR3	chr17
hsa-miR-24-2-5p	PHF12	UTR3	chr17
hsa-miR-17-5p	PHF12	exonic,splicing	chr17
hsa-miR-92a-3p	PHF12	exonic	chr17
hsa-miR-320b	PHF12	exonic	chr17
hsa-miR-23a-3p	MYO18A,TIAF1	UTR3	chr17
hsa-miR-25-3p	TIAF1	exonic	chr17
hsa-miR-4273	MYO18A	intronic	chr17
hsa-miR-342-5p	NUFIP2	UTR3	chr17
hsa-miR-30c-5p	NUFIP2	UTR3	chr17
hsa-miR-21-5p	NUFIP2	UTR3	chr17
hsa-miR-15a-5p	NUFIP2	UTR3	chr17
hsa-miR-365a-3p	NUFIP2	UTR3	chr17
hsa-miR-186-5p	NUFIP2	UTR3	chr17
hsa-miR-182-5p	NUFIP2	UTR3	chr17
hsa-miR-17-5p	NUFIP2	UTR3	chr17
hsa-miR-193a-3p	NUFIP2	UTR3	chr17
hsa-miR-454-3p	NUFIP2	UTR3	chr17
hsa-miR-140-3p	NUFIP2	UTR3	chr17
hsa-miR-10b-5p	NUFIP2	exonic	chr17
hsa-miR-16-5p	NUFIP2	exonic	chr17
hsa-miR-320a	NUFIP2	exonic	chr17
hsa-miR-26a-5p	NUFIP2	exonic	chr17
hsa-miR-92a-3p	NUFIP2	exonic	chr17
hsa-miR-21-5p	NUFIP2	exonic	chr17
hsa-miR-4646-3p	TAOK1	UTR3	chr17
hsa-miR-92a-3p	TAOK1	UTR3	chr17
hsa-miR-21-5p	TAOK1	UTR3	chr17
hsa-miR-484	RP11-68I3.2,TP53I13	exonic,ncRNA_intronic	chr17
hsa-miR-744-5p	RP11-68I3.2,TP53I13	exonic,ncRNA_intronic	chr17
hsa-miR-455-3p	RP11-68I3.2,SSH2	exonic,ncRNA_intronic	chr17
hsa-miR-320c	NSRP1	intronic	chr17
hsa-miR-320a	NSRP1	intronic	chr17
hsa-miR-30c-5p	RP11-354P11.2	ncRNA_intronic	chr17
hsa-miR-26b-5p	CPD	UTR3	chr17
hsa-miR-26a-5p	CPD	UTR3	chr17
hsa-miR-17-5p	TEFM	exonic	chr17
hsa-miR-484	NF1	UTR3,exonic,splicing	chr17
hsa-let-7e-5p	SUZ12	exonic	chr17
hsa-miR-23a-3p	SUZ12	UTR3	chr17
hsa-miR-19a-3p	SUZ12	UTR3	chr17
hsa-miR-1247-5p	RHOT1	intronic	chr17
hsa-miR-17-5p	RP11-227G15.3	ncRNA_intronic	chr17
hsa-miR-92a-3p	RP11-227G15.3,ZNF207	exonic,ncRNA_intronic,splicing	chr17
hsa-miR-93-5p	ZNF207	exonic	chr17
hsa-miR-194-5p	ZNF207	UTR3	chr17
hsa-miR-378a-3p	ZNF207	UTR3	chr17
hsa-miR-24-3p	ZNF207	UTR3	chr17
hsa-miR-324-5p	PSMD11	exonic	chr17
hsa-miR-93-5p	PSMD11	exonic	chr17
hsa-miR-877-3p	PSMD11	exonic	chr17
hsa-miR-1236-3p	PSMD11	exonic	chr17
hsa-miR-15b-5p	CDK5R1	UTR3	chr17
hsa-miR-92a-3p	MYO1D	exonic	chr17
hsa-miR-320a	TMEM98	exonic	chr17
hsa-miR-484	TMEM98	exonic	chr17
hsa-miR-20a-5p	ZNF830	UTR3	chr17
hsa-miR-23a-3p	RP5-837J1.2	ncRNA_exonic	chr17
hsa-miR-483-5p	RP5-837J1.2	ncRNA_exonic	chr17
hsa-miR-19a-3p	RP5-837J1.2	ncRNA_exonic	chr17
hsa-miR-423-3p	RAD51D	UTR3,exonic	chr17
hsa-miR-615-3p	RAD51D	UTR3,exonic	chr17
hsa-miR-324-5p	RAD51D	UTR3,exonic	chr17
hsa-miR-885-5p	UNC45B	intronic	chr17
hsa-miR-196a-5p	UNC45B	intronic	chr17
hsa-miR-130b-5p	UNC45B	intronic	chr17
hsa-miR-331-3p	UNC45B	intronic	chr17
hsa-miR-10b-5p	UNC45B	intronic	chr17
hsa-miR-1908	UNC45B	intronic	chr17
hsa-miR-1307-3p	UNC45B	intronic	chr17
hsa-miR-93-5p	UNC45B	intronic	chr17
hsa-miR-27a-3p	UNC45B	intronic	chr17
hsa-miR-17-5p	UNC45B	intronic	chr17
hsa-miR-151a-3p	UNC45B	intronic	chr17
hsa-miR-186-5p	UNC45B	intronic	chr17
hsa-miR-21-5p	UNC45B	intronic	chr17
hsa-miR-20a-5p	UNC45B	intronic	chr17
hsa-miR-320a	UNC45B	intronic	chr17
hsa-miR-3928	UNC45B	intronic	chr17
hsa-miR-455-3p	UNC45B	intronic	chr17
hsa-miR-106b-5p	UNC45B	intronic	chr17
hsa-miR-454-3p	UNC45B	intronic	chr17
hsa-miR-181a-5p	UNC45B	intronic	chr17
hsa-miR-23a-3p	UNC45B	intronic	chr17
hsa-miR-4516	UNC45B	intronic	chr17
hsa-miR-26a-5p	UNC45B	intronic	chr17
hsa-miR-122-3p	UNC45B	intronic	chr17
hsa-miR-424-5p	AP2B1	exonic,intronic,splicing	chr17
hsa-miR-26b-5p	AP2B1	exonic,splicing	chr17
hsa-miR-26a-5p	AP2B1	exonic,splicing	chr17
hsa-miR-99a-5p	AP2B1	exonic	chr17
hsa-miR-19b-3p	AP2B1	exonic	chr17
hsa-miR-182-5p	AP2B1	exonic	chr17
hsa-miR-130a-3p	AP2B1	exonic	chr17
hsa-miR-181b-5p	AP2B1	exonic	chr17
hsa-miR-24-3p	AP2B1	exonic	chr17
hsa-miR-17-5p	AP2B1	exonic	chr17
hsa-miR-16-5p	AP2B1	UTR3	chr17
hsa-miR-20a-5p	AP2B1	UTR3	chr17
hsa-miR-125b-5p	TAF15	exonic	chr17
hsa-miR-10a-5p	TAF15	exonic	chr17
hsa-miR-615-3p	TAF15	exonic,splicing	chr17
hsa-miR-877-3p	TAF15	exonic,splicing	chr17
hsa-miR-615-3p	TAF15	exonic	chr17
hsa-miR-125b-5p	MYO19	UTR3	chr17
hsa-miR-93-5p	GGNBP2	exonic	chr17
hsa-miR-324-3p	ACACA	exonic	chr17
hsa-miR-339-5p	ACACA	exonic	chr17
hsa-miR-20a-5p	ACACA	exonic,intronic,splicing	chr17
hsa-miR-17-5p	ACACA	exonic,intronic,splicing	chr17
hsa-miR-17-5p	DUSP14	UTR5,splicing	chr17
hsa-miR-26a-5p	SYNRG	intronic	chr17
hsa-miR-574-5p	SYNRG	intronic	chr17
hsa-miR-4726-3p	CTB-58E17.9,MIR4726,MLLT6	ncRNA_exonic,ncRNA_intronic,splicing	chr17
hsa-miR-26a-5p	CTB-58E17.5,PSMB3	intergenic,upstream	chr17
hsa-miR-122-5p	PSMB3	exonic,intronic,splicing	chr17
hsa-miR-130a-3p	PSMB3	exonic,splicing	chr17
hsa-miR-320c	PIP4K2B	UTR3	chr17
hsa-miR-122-3p	PIP4K2B	UTR3	chr17
hsa-miR-16-5p	PIP4K2B	UTR3	chr17
hsa-miR-15b-5p	RPL23	UTR3	chr17
hsa-miR-577	RPL23	exonic	chr17
hsa-miR-615-3p	RPL23	exonic	chr17
hsa-miR-3200-3p	RPL23	exonic	chr17
hsa-miR-18a-5p	RPL23	exonic,splicing	chr17
hsa-miR-615-3p	RPL23	exonic,splicing	chr17
hsa-miR-3200-3p	RPL23	exonic,splicing	chr17
hsa-miR-503-5p	RPL23	exonic	chr17
hsa-miR-23b-3p	LASP1,RP1-56K13.3	ncRNA_intronic,splicing	chr17
hsa-miR-505-5p	LASP1,RP1-56K13.3	ncRNA_intronic,splicing	chr17
hsa-miR-93-5p	RP1-56K13.3	ncRNA_intronic	chr17
hsa-miR-27b-3p	RPL19	UTR3,exonic	chr17
hsa-miR-27a-3p	RPL19	UTR3,exonic	chr17
hsa-miR-23b-3p	RPL19	UTR3,exonic	chr17
hsa-miR-100-5p	RPL19	UTR3,exonic	chr17
hsa-miR-192-5p	CDK12	exonic,splicing	chr17
hsa-miR-744-5p	CDK12	UTR3	chr17
hsa-miR-26a-5p	STARD3	intronic	chr17
hsa-miR-221-3p	MIEN1	UTR3	chr17
hsa-let-7b-5p	MIEN1	UTR3	chr17
hsa-miR-17-5p	ORMDL3	UTR3	chr17
hsa-miR-760	PSMD3	exonic	chr17
hsa-miR-92b-3p	PSMD3	exonic	chr17
hsa-miR-92a-3p	PSMD3	exonic	chr17
hsa-miR-1307-3p	THRA	intronic	chr17
hsa-miR-93-5p	THRA	intronic	chr17
hsa-miR-122-5p	MSL1	exonic	chr17
hsa-miR-125b-5p	CASC3	exonic,intronic,splicing	chr17
hsa-miR-193b-3p	CASC3	exonic,intronic,splicing	chr17
hsa-miR-877-5p	CASC3	UTR3	chr17
hsa-miR-182-5p	CASC3	UTR3	chr17
hsa-miR-501-5p	CDC6	exonic	chr17
hsa-miR-186-5p	TOP2A	UTR3	chr17
hsa-miR-122-5p	TOP2A	exonic,intronic,splicing	chr17
hsa-miR-7-5p	TOP2A	exonic,intronic,splicing	chr17
hsa-miR-130b-3p	TOP2A	exonic	chr17
hsa-miR-30c-5p	SMARCE1	UTR3	chr17
hsa-miR-193b-3p	EIF1	exonic	chr17
hsa-miR-10a-5p	EIF1	exonic	chr17
hsa-miR-10b-5p	EIF1	exonic	chr17
hsa-miR-483-5p	EIF1	UTR3,exonic,splicing	chr17
hsa-miR-186-5p	EIF1	UTR3	chr17
hsa-miR-615-3p	JUP	exonic	chr17
hsa-miR-20a-5p	LEPREL4	exonic	chr17
hsa-let-7c-5p	FKBP10	exonic	chr17
hsa-let-7b-5p	KLHL11	exonic	chr17
hsa-miR-27a-3p	ACLY	UTR3	chr17
hsa-miR-16-5p	ACLY	UTR3	chr17
hsa-miR-1296	ACLY	UTR3,exonic	chr17
hsa-miR-10a-3p	ACLY	exonic	chr17
hsa-miR-361-5p	ACLY	exonic	chr17
hsa-miR-125b-5p	ACLY	exonic	chr17
hsa-miR-92a-3p	ACLY	exonic	chr17
hsa-miR-423-3p	ACLY	exonic	chr17
hsa-miR-769-3p	ACLY	exonic	chr17
hsa-miR-18a-3p	ACLY	exonic	chr17
hsa-miR-149-5p	ACLY	exonic	chr17
hsa-miR-10b-5p	ACLY	exonic	chr17
hsa-miR-16-5p	ACLY	exonic,intronic,splicing	chr17
hsa-miR-26a-5p	ACLY	exonic,intronic,splicing	chr17
hsa-miR-183-5p	KAT2A	exonic	chr17
hsa-miR-17-5p	KAT2A	exonic	chr17
hsa-miR-221-3p	RAB5C	UTR3	chr17
hsa-miR-19a-3p	CTD-2132N18.3,RAB5C	exonic,intronic,splicing	chr17
hsa-miR-100-5p	CTD-2132N18.3,RAB5C	exonic,intronic,splicing	chr17
hsa-miR-17-5p	STAT3	UTR3	chr17
hsa-miR-320a	STAT3	UTR3	chr17
hsa-miR-17-5p	STAT3	exonic,splicing	chr17
hsa-miR-20a-5p	STAT3	exonic,splicing	chr17
hsa-miR-5010-3p	ATP6V0A1,MIR5010	ncRNA_exonic,splicing	chr17
hsa-miR-149-5p	MLX	exonic	chr17
hsa-miR-92a-3p	MLX	exonic	chr17
hsa-miR-484	MLX	UTR3	chr17
hsa-miR-320a	MLX	UTR3	chr17
hsa-miR-320b	MLX	UTR3	chr17
hsa-miR-30c-5p	FAM134C	UTR3	chr17
hsa-miR-30b-5p	FAM134C	UTR3	chr17
hsa-miR-324-3p	TUBG1	exonic	chr17
hsa-miR-1229-3p	TUBG1	exonic	chr17
hsa-miR-187-3p	TUBG1	exonic	chr17
hsa-miR-16-5p	TUBG1	exonic	chr17
hsa-miR-26a-5p	TUBG1	exonic	chr17
hsa-miR-148b-3p	TUBG1	UTR3	chr17
hsa-miR-92a-3p	EZH1	exonic,splicing	chr17
hsa-miR-25-3p	EZH1	exonic,splicing	chr17
hsa-miR-100-5p	BECN1,CNTD1	UTR3	chr17
hsa-miR-331-3p	PSME3	exonic	chr17
hsa-miR-484	PSME3	exonic	chr17
hsa-miR-421	PSME3	UTR3	chr17
hsa-miR-16-5p	PSME3	UTR3	chr17
hsa-miR-17-5p	RUNDC1	UTR3	chr17
hsa-miR-324-5p	RPL27	UTR5,exonic	chr17
hsa-miR-766-3p	RPL27	UTR5,exonic	chr17
hsa-miR-320a	RPL27	exonic	chr17
hsa-miR-93-5p	RPL27	exonic	chr17
hsa-miR-92a-3p	RPL27	exonic	chr17
hsa-miR-652-3p	RPL27	exonic	chr17
hsa-miR-26a-5p	CTD-3199J23.4	ncRNA_exonic	chr17
hsa-miR-15b-3p	CTD-3199J23.4	ncRNA_exonic	chr17
hsa-miR-181a-5p	BRCA1	exonic	chr17
hsa-miR-1246	LINC00910	ncRNA_exonic	chr17
hsa-miR-331-3p	DHX8	exonic	chr17
hsa-miR-92a-3p	DHX8	exonic	chr17
hsa-miR-1180-3p	DHX8	exonic	chr17
hsa-miR-10a-5p	TMEM101	UTR3	chr17
hsa-miR-652-3p	G6PC3	exonic	chr17
hsa-miR-193b-3p	ATXN7L3	UTR3	chr17
hsa-miR-766-3p	ATXN7L3	UTR3	chr17
hsa-miR-324-3p	SLC25A39	exonic	chr17
hsa-miR-1226-3p	SLC25A39	exonic	chr17
hsa-miR-194-5p	CCDC43	UTR3	chr17
hsa-miR-877-3p	CCDC43	UTR3,exonic	chr17
hsa-miR-671-3p	GJC1	exonic	chr17
hsa-miR-92a-3p	EFTUD2	exonic	chr17
hsa-miR-186-5p	NMT1	exonic	chr17
hsa-miR-503-5p	HEXIM1	UTR5	chr17
hsa-miR-17-5p	HEXIM1	UTR5	chr17
hsa-miR-20a-5p	HEXIM1	UTR5	chr17
hsa-miR-324-3p	HEXIM1	UTR5	chr17
hsa-miR-17-5p	PLEKHM1	UTR3	chr17
hsa-miR-106b-5p	PLEKHM1	UTR3	chr17
hsa-miR-17-5p	MAPT	exonic,intronic,splicing	chr17
hsa-miR-22-3p	MAPT	exonic,intronic,splicing	chr17
hsa-miR-17-5p	KANSL1	UTR3	chr17
hsa-miR-106b-5p	KANSL1	UTR3	chr17
hsa-miR-23b-3p	KANSL1	exonic	chr17
hsa-miR-193a-3p	GOSR2	UTR3	chr17
hsa-miR-16-5p	CDC27	UTR3	chr17
hsa-miR-194-5p	CDC27	UTR3	chr17
hsa-miR-93-5p	NPEPPS	exonic,splicing	chr17
hsa-miR-484	RP11-580I16.2	ncRNA_intronic	chr17
hsa-miR-181b-5p	RP11-580I16.2	ncRNA_intronic	chr17
hsa-miR-27b-3p	RP11-580I16.2	ncRNA_intronic	chr17
hsa-miR-877-3p	KPNB1	UTR5	chr17
hsa-miR-149-5p	KPNB1	UTR5	chr17
hsa-miR-222-3p	KPNB1	exonic	chr17
hsa-miR-181b-5p	KPNB1	exonic	chr17
hsa-miR-149-5p	KPNB1	exonic	chr17
hsa-miR-484	KPNB1	exonic	chr17
hsa-miR-1236-3p	KPNB1	exonic	chr17
hsa-miR-1236-3p	KPNB1	exonic,intronic,splicing	chr17
hsa-miR-484	KPNB1	exonic,intronic,splicing	chr17
hsa-miR-122-5p	KPNB1	exonic,intronic,splicing	chr17
hsa-miR-7-5p	KPNB1	exonic	chr17
hsa-miR-455-3p	KPNB1	exonic	chr17
hsa-miR-877-3p	KPNB1	exonic	chr17
hsa-miR-125b-5p	KPNB1	exonic	chr17
hsa-miR-1229-3p	KPNB1	exonic	chr17
hsa-miR-744-5p	KPNB1	exonic	chr17
hsa-miR-1301-3p	MRPL10	exonic	chr17
hsa-miR-30c-5p	NFE2L1,RP5-890E16.4	UTR3,ncRNA_exonic	chr17
hsa-miR-484	NFE2L1,RP5-890E16.4	UTR3,ncRNA_exonic	chr17
hsa-miR-16-5p	NFE2L1	UTR3	chr17
hsa-miR-342-3p	CBX1	UTR3	chr17
hsa-miR-128-3p	SNX11	UTR3	chr17
hsa-miR-27a-3p	SNX11	UTR3	chr17
hsa-miR-484	SNX11	UTR3	chr17
hsa-miR-196b-5p	HOXB8	UTR3	chr17
hsa-miR-196a-5p	HOXB8	UTR3	chr17
hsa-miR-33a-5p	HOXB8	UTR3	chr17
hsa-miR-93-5p	CALCOCO2	exonic,intronic,splicing	chr17
hsa-miR-17-5p	CALCOCO2	UTR3	chr17
hsa-miR-361-5p	CALCOCO2	UTR3	chr17
hsa-miR-193b-3p	UBE2Z	UTR3	chr17
hsa-miR-484	UBE2Z	UTR3	chr17
hsa-miR-193a-3p	UBE2Z	UTR3	chr17
hsa-miR-196a-5p	UBE2Z	UTR3	chr17
hsa-miR-10b-5p	UBE2Z	UTR3	chr17
hsa-miR-10a-5p	UBE2Z	UTR3	chr17
hsa-miR-183-5p	UBE2Z	UTR3	chr17
hsa-miR-16-5p	UBE2Z	UTR3	chr17
hsa-miR-1260b	SNF8	exonic	chr17
hsa-miR-92a-3p	SNF8	exonic	chr17
hsa-miR-19b-3p	IGF2BP1	exonic,intronic,splicing	chr17
hsa-miR-92a-3p	IGF2BP1	exonic,intronic,splicing	chr17
hsa-miR-877-3p	IGF2BP1	UTR3	chr17
hsa-miR-320a	IGF2BP1	UTR3	chr17
hsa-let-7f-5p	IGF2BP1	UTR3	chr17
hsa-miR-196a-5p	IGF2BP1	UTR3	chr17
hsa-miR-99b-5p	IGF2BP1	UTR3	chr17
hsa-miR-615-3p	IGF2BP1	UTR3	chr17
hsa-miR-22-3p	ZNF652	UTR3	chr17
hsa-miR-17-5p	ZNF652	UTR3	chr17
hsa-let-7b-5p	XYLT2	exonic	chr17
hsa-miR-10b-5p	LRRC59	exonic	chr17
hsa-miR-331-3p	LRRC59	exonic	chr17
hsa-miR-122-5p	LRRC59	exonic,intronic,splicing	chr17
